frame,ID,X,Y,Class,Color,Position
50,11,169,360,Player,red,Defense
50,12,170,257,Player,red,Defense
50,0,824,348,Ball,blue,Ball
51,1,1057,569,Player,red,Defense
51,2,498,571,Player,red,Defense
51,3,663,339,Player,red,Defense
51,4,1116,347,Player,red,Defense
51,5,541,268,Player,red,Defense
51,6,1082,220,Player,red,Defense
51,7,840,152,Player,red,Defense
51,8,418,147,Player,red,Defense
51,9,1206,196,Player,red,Defense
51,10,73,195,Player,red,Defense
51,11,169,360,Player,red,Defense
51,12,168,257,Player,red,Defense
51,0,847,332,Ball,blue,Ball
52,1,1055,569,Player,red,Defense
52,2,498,571,Player,red,Defense
52,3,660,342,Player,red,Defense
52,4,1116,347,Player,red,Defense
52,5,538,270,Player,red,Defense
52,6,1082,220,Player,red,Defense
52,7,840,152,Player,red,Defense
52,8,418,147,Player,red,Defense
52,9,1206,196,Player,red,Defense
52,10,73,195,Player,red,Defense
52,11,169,360,Player,red,Defense
52,12,168,257,Player,red,Defense
53,1,1054,569,Player,red,Defense
53,2,498,571,Player,red,Defense
53,3,658,342,Player,red,Defense
53,4,1116,347,Player,red,Defense
53,5,538,271,Player,red,Defense
53,6,1082,220,Player,red,Defense
53,7,840,152,Player,red,Defense
53,8,418,147,Player,red,Defense
53,9,1206,196,Player,red,Defense
53,10,74,195,Player,red,Defense
53,11,169,360,Player,red,Defense
53,12,168,257,Player,red,Defense
54,1,1053,568,Player,red,Defense
54,2,498,571,Player,red,Defense
54,3,658,343,Player,red,Defense
54,4,1116,347,Player,red,Defense
54,5,536,273,Player,red,Defense
54,6,1082,220,Player,red,Defense
54,7,840,152,Player,red,Defense
54,8,418,147,Player,red,Defense
54,9,1206,196,Player,red,Defense
54,10,74,195,Player,red,Defense
54,11,170,360,Player,red,Defense
54,12,168,257,Player,red,Defense
54,0,872,316,Ball,blue,Ball
55,1,1050,564,Player,red,Defense
55,2,498,571,Player,red,Defense
55,3,658,344,Player,red,Defense
55,4,1116,347,Player,red,Defense
55,5,536,273,Player,red,Defense
55,6,1082,220,Player,red,Defense
55,7,840,152,Player,red,Defense
55,8,418,147,Player,red,Defense
55,9,1206,196,Player,red,Defense
55,10,74,195,Player,red,Defense
55,11,170,360,Player,red,Defense
55,12,168,257,Player,red,Defense
55,0,886,308,Ball,blue,Ball
56,1,1046,564,Player,red,Defense
56,2,498,570,Player,red,Defense
56,3,658,344,Player,red,Defense
56,4,1116,347,Player,red,Defense
56,5,535,274,Player,red,Defense
56,6,1082,220,Player,red,Defense
56,7,840,152,Player,red,Defense
56,8,418,147,Player,red,Defense
56,9,1206,196,Player,red,Defense
56,10,74,195,Player,red,Defense
56,11,170,360,Player,red,Defense
56,12,168,257,Player,red,Defense
56,0,898,302,Ball,blue,Ball
57,1,1034,561,Player,red,Defense
57,2,498,569,Player,red,Defense
57,3,658,344,Player,red,Defense
57,4,1116,348,Player,red,Defense
57,5,536,274,Player,red,Defense
57,6,1082,220,Player,red,Defense
57,7,840,152,Player,red,Defense
57,8,418,147,Player,red,Defense
57,9,1206,196,Player,red,Defense
57,10,74,195,Player,red,Defense
57,11,169,360,Player,red,Defense
57,12,168,257,Player,red,Defense
58,1,1028,559,Player,red,Defense
58,2,498,568,Player,red,Defense
58,3,662,344,Player,red,Defense
58,4,1116,348,Player,red,Defense
58,5,536,274,Player,red,Defense
58,6,1082,220,Player,red,Defense
58,7,840,152,Player,red,Defense
58,8,418,147,Player,red,Defense
58,9,1206,196,Player,red,Defense
